Company.Nav Customer No,Company,Company.Customer Status,Company.Company name,Company.Country.Region,Company.Country.Sub Region,Company.Country,"Company.Closed, last invoice date", 2 022,Dev22-23, 2 023,Dev23-24, 2 024,Dev24-25,"2,025.00",Year to date,Last 12 months,Last year to date,Last financial year,Company.Invoice Type,Company.Region + Tier,Company.Operator,Balance,Balance NOT Due,Due 1-30 days,Due 31-60 days,Due 61-90 days,Due > 90 days,Record ID (System),Company.Fleet Size,Company.Customer Since,Company.Currency
COM14379,SKYWAY AIRLINES - Philippines,Customer,SKYWAY AIRLINES,Asia,Asia South-eastern,Philippines - PH - Asia,,  ,0%,  ,0%, 31 393,140%,"75,252.00","70,987.00","103,199.00","43,041.00","75,252.00",Standard,APAC5,AIRL,-326.00,0.00,0.00,0.00,-326.00,0.00,2276,1,2024-02-16,USD
COM14380,Transavia Airlines (Netherlands) - Netherlands,PotCust,Transavia Airlines (Netherlands),Europe,Europe Western,Netherlands - NL - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2277,53,,EUR
COM11120,INTERJET Hellenic Aviation - Greece,PotCust,INTERJET Hellenic Aviation,Europe,Europe Southern,Greece - GR - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,2278,,,EUR
COM14381,Enter Air Sp. z o.o. - Poland,PotCust,Enter Air Sp. z o.o.,Europe,Europe Eastern,Poland - PL - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2279,0,,EUR
COM14382,ElioJet - Czechia,Customer,ElioJet,Europe,Europe Eastern,Czechia - CZ - Europe,,  ,0%,  ,0%, 18 648,76%,"32,790.00","39,265.00","55,178.00","16,877.00","32,790.00",Standard,EUR5,GA-BA,"3,834.00","3,834.00",0.00,0.00,0.00,0.00,2280,2,2024-05-08,EUR
COM14383,Hawaiian Airlines - United States of America,PotCust,Hawaiian Airlines,Americas,"America, Northern",United States of America - US - Americas,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2281,0,,USD
COM14384,Strike Wing Aviation Training Center - Philippines,PotCust,Strike Wing Aviation Training Center,Asia,Asia South-eastern,Philippines - PH - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2282,,,USD
COM14385,UTC Flight Support - United Arab Emirates,Customer,UTC Flight Support,Asia,Middle East,United Arab Emirates - AE - Asia,,  ,0%,  ,0%, 36 698,26%,"46,166.00","37,430.00","56,674.00","26,923.00","46,166.00",Old FSP,APAC5,FSP,0.00,0.00,0.00,0.00,0.00,0.00,2283,0,2024-02-14,EUR
COM14386,BMW Flugdienst - Germany,PotCust,BMW Flugdienst,Europe,Europe Western,Germany - DE - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2284,,,EUR
COM14387,Mali Air - Austria,PotCust,Mali Air,Europe,Europe Western,Austria - AT - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,EUR5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2285,5,,EUR
COM14388,FIRST COMMODITIES DMCC - United Arab Emirates,PotCust,FIRST COMMODITIES DMCC,Asia,Middle East,United Arab Emirates - AE - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,FSP,0.00,0.00,0.00,0.00,0.00,0.00,2286,,2024-02-20,EUR
COM14389,AIR PARTNER - United Kingdom of Great Britain and Northern Ireland,PotCust,AIR PARTNER,Europe,Europe Northern,United Kingdom of Great Britain and Northern Ireland - GB - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,EUR5,FSP,0.00,0.00,0.00,0.00,0.00,0.00,2287,,,EUR
COM14391,TAESPEJO - Portugal,PotCust,TAESPEJO,Europe,Europe Southern,Portugal - PT - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,EUR5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2288,,,EUR
COM14392,Nurol Air - Turkey,Customer via,Nurol Air,Asia,Middle East,Turkey - TR - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,APAC5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2289,,2026-08-25,EUR
COM14393,Global Airlines LTD - United Kingdom of Great Britain and Northern Ireland,PotCust,Global Airlines LTD,Europe,Europe Northern,United Kingdom of Great Britain and Northern Ireland - GB - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,EUR5,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2290,,,EUR
COM14394,B2C Airways - Spain,"Customer, on hold",B2C Airways,Europe,Europe Southern,Spain - ES - Europe,,  ,0%,  ,0%, 37 955,154%,"96,512.00",0.00,"28,967.00","67,545.00","96,512.00",Standard,EUR5,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2291,1,2024-03-28,EUR
COM14395,AVIAARC Trip Support - India,Customer,AVIAARC Trip Support,Asia,Asia Southern,India - IN - Asia,,  ,0%,  ,0%,  ,100%,"149,438.00","78,496.00","143,684.00","84,249.00","149,438.00",Standard,APAC4,GA-BA,"9,638.00",0.00,"9,638.00",0.00,0.00,0.00,2292,10,2025-01-17,EUR
COM14396,Asman Airlines - Kyrgyzstan,Customer,Asman Airlines,Asia,Middle East,Kyrgyzstan - KG - Asia,,  ,0%,  ,0%, 21 884,259%,"78,551.00","56,096.00","91,502.00","43,145.00","78,551.00",Standard,APAC5,AIRL,"8,142.00",0.00,"8,142.00",0.00,0.00,0.00,2293,3,2024-08-01,USD
COM14397,Paranair - Paraguay,PotCust,Paranair,Americas,"America, Latin and the Caribbean",Paraguay - PY - Americas,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,AME5,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2294,3,,USD
COM14398,ACASS Canada Ltd. - Canada,PotCust,ACASS Canada Ltd.,Americas,"America, Northern",Canada - CA - Americas,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2295,0,,USD
COM14399,ALPHA AVIATION - Czechia,Customer,ALPHA AVIATION,Europe,Europe Eastern,Czechia - CZ - Europe,,  ,0%,  ,0%,  ,100%,"54,965.00","44,472.00","68,507.00","30,930.00","54,965.00",Standard,EUR4,GA-BA,"8,315.00",0.00,"8,315.00",0.00,0.00,0.00,2296,25,2025-01-24,EUR
COM14400,Luminair - Germany,Customer,Luminair,Europe,Europe Western,Germany - DE - Europe,,  ,0%,  ,0%, 11 784,944%,"122,998.00","208,067.00","274,438.00","56,626.00","122,998.00",Standard,EUR5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2297,3,2024-06-17,EUR
COM14401,Aircompany Air KG - Kyrgyzstan,PotCust,Aircompany Air KG,Asia,Middle East,Kyrgyzstan - KG - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2298,,,EUR
COM14402,Aviation Chemistry Canada - Canada,PotCust,Aviation Chemistry Canada,Americas,"America, Northern",Canada - CA - Americas,,  ,0%,  ,0%, 59 585,-100%,0.00,0.00,0.00,0.00,0.00,New FSP,AME5,FSP,0.00,0.00,0.00,0.00,0.00,0.00,2299,0,2024-04-12,USD
,,,,,,,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,2300,,,
COM14404,Jetlink Flight Support - Ghana,PotCust,Jetlink Flight Support,Africa,Africa Sub-Saharan,Ghana - GH - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,FSP,0.00,0.00,0.00,0.00,0.00,0.00,2301,,,EUR
,,,,,,,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,2302,,,
COM14406,easyJet Europe - Austria,PotCust,easyJet Europe,Europe,Europe Western,Austria - AT - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,2303,,,EUR
COM14407,ASL Aviation Holdings - Ireland,PotCust,ASL Aviation Holdings,Europe,Europe Northern,Ireland - IE - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,2304,,,EUR
COM14408,AJet - Turkey,PotCust,AJet,Asia,Middle East,Turkey - TR - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2305,,,EUR
COM14409,Air Samarkand - Uzbekistan,PotCust,Air Samarkand,Asia,Middle East,Uzbekistan - UZ - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,APAC5,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2306,0,,USD
COM14410,Dynasty Jet W.L.L - Qatar,NonCust,Dynasty Jet W.L.L,Asia,Middle East,Qatar - QA - Asia,,  ,0%,  ,0%, 26 211,37%,"35,814.00",0.00,"4,275.00","31,539.00","35,814.00",New FSP,APAC5,FSP,0.00,0.00,0.00,0.00,0.00,0.00,2307,0,2024-06-03,USD
COM14411,International Flight Planning Solutions IFPLS LLC FZ - United Arab Emirates,PotCust,International Flight Planning Solutions IFPLS LLC FZ,Asia,Middle East,United Arab Emirates - AE - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,FSP,0.00,0.00,0.00,0.00,0.00,0.00,2308,,,EUR
COM14412,Executive Aviation Taiwan - Taiwan,PotCust,Executive Aviation Taiwan,Asia,Asia Eastern,Taiwan - TW - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2309,0,,USD
COM14413,Euroavia Airlines - Cyprus,Quarantine,Euroavia Airlines,Europe,Europe Southern,Cyprus - CY - Europe,,  ,0%,  ,0%, 41 988,100%,"84,081.00","37,876.00","72,927.00","49,030.00","84,081.00",Standard,EUR5,AIRL,"29,753.00",0.00,0.00,0.00,"7,579.00","22,174.00",2310,1,2024-05-08,EUR
COM14414,Freedom Air Services Pvt. Ltd. - India,Customer via,Freedom Air Services Pvt. Ltd.,Asia,Asia Southern,India - IN - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,APAC5,FSP,0.00,0.00,0.00,0.00,0.00,0.00,2311,,2024-04-29,USD
COM14415,Munjoy Air - United States of America,PotCust,Munjoy Air,Americas,"America, Northern",United States of America - US - Americas,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,AME4,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2312,,,USD
COM14416,Prime Aviation Ltd. - Kenya,PotCust,Prime Aviation Ltd.,Africa,Africa Sub-Saharan,Kenya - KE - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2313,,,EUR
COM14417,G.A.D FLIGHTS LTD. - Israel,PotCust,G.A.D FLIGHTS LTD.,Asia,Middle East,Israel - IL - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,APAC5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2314,,,EUR
COM14418,CAICOS Express AIRWAYS - Turks and Caicos Islands,Customer,CAICOS Express AIRWAYS,Americas,"America, Latin and the Caribbean",Turks and Caicos Islands - TC - Americas,,  ,0%,  ,0%, 23 395,185%,"66,718.00","49,861.00","76,808.00","39,772.00","66,718.00",Standard,AME4,AIRL,"15,034.00",0.00,"7,517.00","7,517.00",0.00,0.00,2315,3,2024-06-25,USD
COM14419,Tinadar Aviation d.o.o. (ALAR) - Serbia,PotCust,Tinadar Aviation d.o.o. (ALAR),Europe,Europe Southern,Serbia - RS - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,EUR5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2316,5,2022-03-18,EUR
COM14420,Havacilik Planlama servisleri A.S - Turkey,Quarantine,Havacilik Planlama servisleri A.S,Asia,Middle East,Turkey - TR - Asia,,  ,0%,  ,0%, 14 679,-100%,0.00,0.00,0.00,0.00,0.00,New FSP,APAC5,FSP,0.00,0.00,0.00,0.00,0.00,0.00,2317,0,2024-05-16,EUR
COM14422,Challenge Airlines BE - Belgium,PotCust,Challenge Airlines BE,Europe,Europe Western,Belgium - BE - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2318,0,,EUR
COM14423,WIZZ AIR - Hungary,PotCust,WIZZ AIR,Europe,Europe Eastern,Hungary - HU - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2319,0,,EUR
COM14424,AIR 65 - France,Quarantine,AIR 65,Europe,Europe Western,France - FR - Europe,,  ,0%,  ,0%, 29 931,-109%,"-2,718.00",0.00,0.00,"-2,718.00","-2,718.00",Standard,EUR5,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2320,1,2024-08-06,EUR
COM14425,"Asia Atlantic Airlines Co., Ltd (Fly Air Thailand) - Thailand",PotCust,"Asia Atlantic Airlines Co., Ltd (Fly Air Thailand)",Asia,Asia South-eastern,Thailand - TH - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2321,,,USD
COM14426,CRAL - Costa Rican Airlines - Costa Rica,PotCust,CRAL - Costa Rican Airlines,Americas,"America, Latin and the Caribbean",Costa Rica - CR - Americas,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2322,,,USD
COM14296,ADSB Support - Denmark,NonCust,ADSB Support,Europe,Europe Northern,Denmark - DK - Europe,,  ,0%,  ,0%, 11 188,-100%,0.00,0.00,0.00,0.00,0.00,Standard,EUR5,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2323,0,2023-07-01,
COM14427,Revolution Air - France,PotCust,Revolution Air,Europe,Europe Western,France - FR - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,EUR5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2324,3,,EUR
COM14428,SKYTREK - Turkey,PotCust,SKYTREK,Asia,Middle East,Turkey - TR - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,APAC5,FSP,0.00,0.00,0.00,0.00,0.00,0.00,2325,,,EUR
COM14429,Bjarne Test 20240515 - Denmark,PotCust,Bjarne Test 20240515,Europe,Europe Northern,Denmark - DK - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,EUR5,,0.00,0.00,0.00,0.00,0.00,0.00,2326,,,EUR
COM14430,Bjarne Test 20240515 til - Denmark,PotCust,Bjarne Test 20240515 til,Europe,Europe Northern,Denmark - DK - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Old FSP,EUR3,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2327,,,EUR
COM14432,ArrowAvia - United Arab Emirates,PotCust,ArrowAvia,Asia,Middle East,United Arab Emirates - AE - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,FSP,0.00,0.00,0.00,0.00,0.00,0.00,2328,,,EUR
COM14433,Alhind Air - India,Quarantine,Alhind Air,Asia,Asia Southern,India - IN - Asia,,  ,0%,  ,0%,  ,100%,"3,669.00",0.00,"3,669.00",0.00,"3,669.00",Standard,APAC5,AIRL,"20,044.00",0.00,0.00,0.00,0.00,"20,044.00",2329,1,2024-12-16,USD
COM14434,7 Air LLC (former 7Air Cargo) - United States of America,Customer,7 Air LLC (former 7Air Cargo),Americas,"America, Northern",United States of America - US - Americas,,  ,0%,  ,0%,  ,0%,0.00,"9,270.00","9,270.00",0.00,0.00,Standard,AME5,AIRL,"4,689.00",0.00,"1,563.00","1,563.00","1,563.00",0.00,2330,2,2025-12-09,USD
COM14435,FarCargo - Faroe Islands,PotCust,FarCargo,Europe,Europe Northern,Faroe Islands - FO - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2331,0,,EUR
COM14436,"Technical Aviation Services, Inc (TAS) - United States of America",Customer,"Technical Aviation Services, Inc (TAS)",Americas,"America, Northern",United States of America - US - Americas,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,AME5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2332,,2024-06-04,USD
COM14437,Cronos Airlines Benin - Benin,NonCust,Cronos Airlines Benin,Africa,Africa Sub-Saharan,Benin - BJ - Africa,,  ,0%,  ,0%,  ,100%,"14,170.00",0.00,"8,599.00","5,571.00","14,170.00",Standard,AFR5,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2333,1,2025-08-13,EUR
COM14438,Kangala Air Express - Burkina Faso,PotCust,Kangala Air Express,Africa,Africa Sub-Saharan,Burkina Faso - BF - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,AFR5,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2334,,,EUR
COM14439,Uganda Airlines - Uganda,PotCust,Uganda Airlines,Africa,Africa Sub-Saharan,Uganda - UG - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2335,7,,EUR
COM14440,Saarthi Airways - India,PotCust,Saarthi Airways,Asia,Asia Southern,India - IN - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,APAC5,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2336,0,,USD
COM14441,Executive Lifestyle - Bahrain,PotCust,Executive Lifestyle,Asia,Middle East,Bahrain - BH - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,APAC5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2337,,,USD
COM14442,Jet Pulse Planning - Pakistan,PotCust,Jet Pulse Planning,Asia,Asia Southern,Pakistan - PK - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,APAC5,FSP,0.00,0.00,0.00,0.00,0.00,0.00,2338,,2024-06-28,USD
COM14443,"Professional Flight Management, Inc. (PFM) - United States of America",PotCust,"Professional Flight Management, Inc. (PFM)",Americas,"America, Northern",United States of America - US - Americas,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,2339,,,EUR
COM14444,Mytri Aviation - India,PotCust,Mytri Aviation,Asia,Asia Southern,India - IN - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2340,0,,USD
COM14445,SOFT WHITE - Serbia,PotCust,SOFT WHITE,Europe,Europe Southern,Serbia - RS - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,EUR5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2341,1,,EUR
COM14446,Hungary Airlines - Hungary,Customer,Hungary Airlines,Europe,Europe Eastern,Hungary - HU - Europe,,  ,0%,  ,0%,  ,100%,"151,579.00","142,076.00","205,159.00","88,496.00","151,579.00",Standard,EUR5,AIRL,"28,553.00","5,232.00","23,321.00",0.00,0.00,0.00,2342,1,2024-11-04,EUR
COM14447,ALAXAIR - Switzerland,PotCust,ALAXAIR,Europe,Europe Western,Switzerland - CH - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,EUR5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2343,1,,EUR
COM14448,BBN Airlines Thailand (Thai Smartlynx) - Thailand,Customer,BBN Airlines Thailand (Thai Smartlynx),Asia,Asia South-eastern,Thailand - TH - Asia,,  ,0%,  ,0%,  ,100%,"47,401.00","59,385.00","97,127.00","9,659.00","47,401.00",Standard,APAC5,AIRL,"8,699.00",0.00,"8,699.00",0.00,0.00,0.00,2344,1,2024-11-20,USD
COM14449,PLAY - Iceland,NonCust,PLAY,Europe,Europe Northern,Iceland - IS - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,EUR4,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2345,0,,EUR
COM14450,ISRAIR - Israel,PotCust,ISRAIR,Asia,Middle East,Israel - IL - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2346,0,,EUR
COM14451,DC Aviation (MALTA) - Malta,Customer,DC Aviation (MALTA),Europe,Europe Southern,Malta - MT - Europe,,  ,0%,  ,0%, 11 637,167%,"31,053.00","24,925.00","42,399.00","13,579.00","31,053.00",Standard,EUR5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2347,2,2024-06-25,EUR
COM14452,Fly Vaayu - United Arab Emirates,Testing,Fly Vaayu,Asia,Middle East,United Arab Emirates - AE - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,APAC5,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2348,2,,USD
COM14453,DC AVIATION (NICE) - France,PotCust,DC AVIATION (NICE),Europe,Europe Western,France - FR - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,EUR5,,0.00,0.00,0.00,0.00,0.00,0.00,2349,,,EUR
COM14454,DC AVIATION (DUBAI) - United Arab Emirates,PotCust,DC AVIATION (DUBAI),Asia,Middle East,United Arab Emirates - AE - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,EUR5,,0.00,0.00,0.00,0.00,0.00,0.00,2350,,,EUR
COM14455,Plexus Aviation India - India,PotCust,Plexus Aviation India,Asia,Asia Southern,India - IN - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,APAC5,FSP,0.00,0.00,0.00,0.00,0.00,0.00,2351,,,USD
COM14456,PHS Aviation - Portugal,PotCust,PHS Aviation,Europe,Europe Southern,Portugal - PT - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,FSP,0.00,0.00,0.00,0.00,0.00,0.00,2352,,,EUR
COM14457,Arik Air - Nigeria,PotCust,Arik Air,Africa,Africa Sub-Saharan,Nigeria - NG - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2353,20,,EUR
COM14458,Turpial Airlines - United States of America,Customer,Turpial Airlines,Americas,"America, Northern",United States of America - US - Americas,,  ,0%,  ,0%,  ,0%,0.00,"35,511.00","35,511.00",0.00,0.00,Standard,AME5,AIRL,"14,247.00",0.00,"14,247.00",0.00,0.00,0.00,2354,3,2025-09-25,USD
COM14462,Encomm Aviation - Kenya,PotCust,Encomm Aviation,Africa,Africa Sub-Saharan,Kenya - KE - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2355,,,EUR
COM14464,Compass Cargo Airlines (via ACT Airlines) - Bulgaria,PotCust,Compass Cargo Airlines (via ACT Airlines),Europe,Europe Eastern,Bulgaria - BG - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,EUR5,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2356,5,,EUR
COM14465,Axturis Flight Service GmbH - Austria,Customer,Axturis Flight Service GmbH,Europe,Europe Western,Austria - AT - Europe,,  ,0%,  ,0%, 79 161,209%,"244,728.00","121,172.00","220,031.00","145,868.00","244,728.00",New FSP,EUR5,FSP,0.00,0.00,0.00,0.00,0.00,0.00,2357,1,2024-09-13,EUR
COM14459,Flaps Aviation Pvt Ltd - India,PotCust,Flaps Aviation Pvt Ltd,Asia,Asia Southern,India - IN - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,APAC5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,2358,,,USD
COM14460,ACMI Solution DWC-LLC - United Arab Emirates,Customer,ACMI Solution DWC-LLC,Asia,Middle East,United Arab Emirates - AE - Asia,,  ,0%,  ,0%, 32 511,116%,"70,320.00","41,850.00","69,590.00","42,579.00","70,320.00",New FSP,EUR5,FSP,"5,980.00",0.00,"5,980.00",0.00,0.00,0.00,2359,0,2022-04-19,EUR
COM14461,AFM Aviasi - Indonesia,PotCust,AFM Aviasi,Asia,Asia South-eastern,Indonesia - ID - Asia,2025-07-31,  ,0%,  ,0%, 23 625,17%,"27,684.00",0.00,"-7,854.00","35,539.00","27,684.00",New FSP,APAC5,FSP,0.00,0.00,0.00,0.00,0.00,0.00,2360,,2024-07-22,USD
COM14463,OneUp Aviation - United Arab Emirates,PotCust,OneUp Aviation,Asia,Middle East,United Arab Emirates - AE - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,FSP,0.00,0.00,0.00,0.00,0.00,0.00,2361,,,USD
COM14366,Aerolínea del Estado Mexicano - Mexico,PotCust,Aerolínea del Estado Mexicano,Americas,"America, Latin and the Caribbean",Mexico - MX - Americas,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,2362,0,,USD
COM14466,Department of National Defence (DND) - Canada,PotCust,Department of National Defence (DND),Americas,"America, Northern",Canada - CA - Americas,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,AME1,MIL,0.00,0.00,0.00,0.00,0.00,0.00,2363,181,,USD
COM14467,Bjarne Test 2024-08-23 - Denmark,PotCust,Bjarne Test 2024-08-23,Europe,Europe Northern,Denmark - DK - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,New FSP,EUR1,FSP,0.00,0.00,0.00,0.00,0.00,0.00,2364,10,,EUR
COM14468,Pelican Wings Trip Support - Serbia,PotCust,Pelican Wings Trip Support,Europe,Europe Southern,Serbia - RS - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,FSP,0.00,0.00,0.00,0.00,0.00,0.00,2365,,,EUR
COM14469,Bjarne Test 2024-08-28 - Denmark,PotCust,Bjarne Test 2024-08-28,Europe,Europe Northern,Denmark - DK - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,EUR3,MIL,0.00,0.00,0.00,0.00,0.00,0.00,2366,25,,EUR
